시군구,연도,0~9,10~19,20~29,30~39,40~49,50~59
서울특별시 서초구,2018,37467,46932,57288,69032,79877,62233
서울특별시 서초구,2019,36001,45963,56431,66802,78568,62779
서울특별시 서초구,2020,33851,45329,55091,63224,77355,63197
서울특별시 서초구,2021,31699,44477,52009,59545,75078,62579
서울특별시 서초구,2022,29052,44543,50049,56737,73116,63111
서울특별시 서초구,2023,27818,44806,49898,56963,72244,65208
서울특별시 서초구,2024,26634,44789,48973,57116,70881,66402
서울특별시 서초구,2025,26397,45727,48067,57737,71274,68057
서울특별시 성동구,2011,24783,31836,44536,55671,51833,44909
서울특별시 성동구,2012,24364,30297,43805,55222,51463,45836
서울특별시 성동구,2013,24133,28878,43540,54086,51695,46904
서울특별시 성동구,2014,23378,27196,43436,51812,51042,47411
서울특별시 성동구,2015,23518,25795,43672,51194,50282,47842
서울특별시 성동구,2016,23593,24490,44196,51486,50163,48071
서울특별시 성동구,2017,23437,23854,45940,52396,50183,48614
서울특별시 성동구,2018,23077,22969,46897,53359,49231,49449
서울특별시 성동구,2019,21983,21435,45985,50964,47169,48446
서울특별시 성동구,2020,20449,19815,45043,48905,45020,47248
서울특별시 성동구,2021,19222,18903,43463,46815,43346,46154
서울특별시 성동구,2022,18235,18507,42138,45670,42239,44911
서울특별시 성동구,2023,16893,17851,40979,45664,40926,44449
서울특별시 성동구,2024,15974,17331,38953,46424,39754,43452
서울특별시 성동구,2025,15681,17165,37856,48293,39573,42695
서울특별시 성북구,2011,42850,52987,71024,86678,80986,71589
서울특별시 성북구,2012,41720,51044,69273,83524,81678,72244
서울특별시 성북구,2013,40294,49242,67581,79726,82420,72583
서울특별시 성북구,2014,38257,46985,66278,74619,81624,72045
서울특별시 성북구,2015,37292,44817,65412,70999,80227,70884
서울특별시 성북구,2016,35453,43041,64375,67183,78758,69510
서울특별시 성북구,2017,33599,41755,63881,64447,76956,68590
서울특별시 성북구,2018,31323,40086,63590,62008,73259,68347
서울특별시 성북구,2019,30994,39102,66270,62041,72541,69841
서울특별시 성북구,2020,28822,37145,66972,59843,69839,69381
서울특별시 성북구,2021,27326,35986,65580,58415,67446,69280
서울특별시 성북구,2022,25880,36162,65412,57646,65992,70266
서울특별시 성북구,2023,24097,35002,64693,56113,63436,70949
서울특별시 성북구,2024,22495,33973,63499,55832,60897,70765
서울특별시 성북구,2025,21457,33816,62619,56948,59783,70663
서울특별시 송파구,2011,59357,87006,103979,122367,117696,105624
서울특별시 송파구,2012,58613,82563,99589,120455,116056,105211
서울특별시 송파구,2013,58031,78841,96202,119074,115954,105258
서울특별시 송파구,2014,57462,75132,94820,116567,115438,105227
서울특별시 송파구,2015,56779,70908,93616,114278,113482,104466
서울특별시 송파구,2016,55694,67123,92874,113369,112606,103708
서울특별시 송파구,2017,55365,65479,94047,114303,112352,103096
서울특별시 송파구,2018,53769,63324,94854,114426,109965,103577
서울특별시 송파구,2019,53634,61673,96009,114527,110651,104449
서울특별시 송파구,2020,50744,59068,94119,110590,109299,102566
서울특별시 송파구,2021,48373,57635,90422,106630,107209,101614
서울특별시 송파구,2022,46120,58352,87405,105496,107647,101751
서울특별시 송파구,2023,43314,57453,84619,104789,106463,101034
서울특별시 송파구,2024,41140,56850,81042,105894,104729,100004
서울특별시 송파구,2025,39189,56919,76161,105907,103747,97982
서울특별시 양천구,2011,41898,77497,68204,76237,97484,76697
서울특별시 양천구,2012,40863,73988,66687,74319,95891,78375
서울특별시 양천구,2013,39883,70595,65747,72859,94519,79895
서울특별시 양천구,2014,38765,66656,65285,70290,92141,80596
서울특별시 양천구,2015,39013,63344,65341,69223,90418,80215
서울특별시 양천구,2016,38397,59881,64116,67387,88277,79071
서울특별시 양천구,2017,36786,57338,63191,64917,85812,78411
서울특별시 양천구,2018,34792,55101,61953,62817,82682,77941
서울특별시 양천구,2019,33156,52583,60964,59835,80660,77424
서울특별시 양천구,2020,31552,50872,59774,57820,78993,76495
서울특별시 양천구,2021,29534,49472,57388,55657,76508,76170
서울특별시 양천구,2022,27055,48741,54824,54168,74148,75298
서울특별시 양천구,2023,25379,47734,52524,53072,72533,74823
서울특별시 양천구,2024,23903,46832,49788,52579,70646,73856
서울특별시 양천구,2025,22589,46288,46798,51738,69380,72020
서울특별시 영등포구,2011,33579,40215,57060,75754,65474,61350
서울특별시 영등포구,2012,32442,37709,55536,73471,64550,61099
서울특별시 영등포구,2013,31283,35457,54848,71465,64051,61130
서울특별시 영등포구,2014,29958,33377,55011,69305,62917,61097
서울특별시 영등포구,2015,29502,31029,54712,68215,61493,60002
서울특별시 영등포구,2016,28442,29116,53949,66187,59720,58350
서울특별시 영등포구,2017,27376,27633,54346,65512,58709,57455
서울특별시 영등포구,2018,26289,26126,55544,66210,56635,56851
서울특별시 영등포구,2019,25447,24859,56655,65986,55524,56168
서울특별시 영등포구,2020,25836,24278,59076,69245,56438,56931
서울특별시 영등포구,2021,24756,23640,58693,69403,55441,56262
서울특별시 영등포구,2022,23550,23582,57689,69666,55102,55545
서울특별시 영등포구,2023,22177,22953,57013,70894,53987,55375
서울특별시 영등포구,2024,20788,22564,55378,72883,52833,54746
서울특별시 영등포구,2025,19733,22319,52748,74165,52167,53808
서울특별시 용산구,2011,19116,24189,34377,46388,41965,36556
서울특별시 용산구,2012,18797,23057,33008,44509,41996,36705
서울특별시 용산구,2013,18251,22120,31774,42705,41886,36969
서울특별시 용산구,2014,17361,20949,31490,40729,41176,37012
서울특별시 용산구,2015,16967,19844,31451,39187,40283,36760
서울특별시 용산구,2016,16343,18815,31289,38159,39497,35996
서울특별시 용산구,2017,15310,18008,31993,38016,38441,35846
서울특별시 용산구,2018,14706,17149,32515,38285,37130,36247
서울특별시 용산구,2019,14132,16391,32837,38033,36159,36459
서울특별시 용산구,2020,13496,15609,33485,38069,35698,37070
서울특별시 용산구,2021,12653,14692,32778,37719,33781,36122
서울특별시 용산구,2022,11973,14241,31803,38047,32512,35260
서울특별시 용산구,2023,11089,13620,30103,37410,31288,34317
서울특별시 용산구,2024,10250,12916,27775,36786,29357,32657
서울특별시 용산구,2025,9820,12621,26573,37242,29059,31845
서울특별시 은평구,2011,41959,58019,66065,87165,83581,74952
서울특별시 은평구,2012,42799,56470,65794,87524,85092,76916
서울특별시 은평구,2013,41968,54614,65320,85781,86489,78753
서울특별시 은평구,2014,40171,52005,65053,81982,86118,79000
서울특별시 은평구,2015,39466,49456,65211,80013,85631,78965
서울특별시 은평구,2016,37685,46957,64921,76274,84489,78187
서울특별시 은평구,2017,35436,44918,65207,73213,83208,77630
서울특별시 은평구,2018,33399,42905,65317,71862,80095,77972
서울특별시 은평구,2019,31683,40707,65924,69727,78223,77441
서울특별시 은평구,2020,29704,38676,67058,68502,76628,77274
서울특별시 은평구,2021,27655,37208,65282,67027,74103,77244
서울특별시 은평구,2022,25773,36471,63027,65943,71937,76668
서울특별시 은평구,2023,24274,35539,61795,66353,70241,77837
서울특별시 은평구,2024,22056,34299,59286,66321,67227,77598
서울특별시 은평구,2025,20384,33611,55923,66656,64706,76614
서울특별시 종로구,2011,10694,19018,25300,26120,29558,26195
서울특별시 종로구,2012,10317,17812,24406,25047,28875,26265
서울특별시 종로구,2013,9770,16583,23445,23589,28156,26013
서울특별시 종로구,2014,9331,15626,23321,22416,27206,25942
서울특별시 종로구,2015,9256,14547,23272,21826,26288,25567
서울특별시 종로구,2016,9039,13546,23270,21063,25422,25323
서울특별시 종로구,2017,9003,12978,23907,21433,25072,25857
서울특별시 종로구,2018,8588,12383,23765,21231,23849,25744
서울특별시 종로구,2019,8211,11748,23572,20376,23077,25714
서울특별시 종로구,2020,7527,11013,23416,19943,22231,25459
서울특별시 종로구,2021,6984,10381,22802,19470,20969,24957
서울특별시 종로구,2022,6403,10087,22284,19342,19944,24216
서울특별시 종로구,2023,5919,9739,21496,19322,19194,23915
서울특별시 종로구,2024,5511,9378,20963,19754,18487,23376
서울특별시 종로구,2025,5090,9193,20206,19869,18245,22755
서울특별시 중구,2011,9331,12550,18865,23167,22528,21551
서울특별시 중구,2012,9400,11581,18851,23177,22249,21916
서울특별시 중구,2013,8930,10741,18237,22207,21693,22004
서울특별시 중구,2014,8456,9902,17977,21110,21158,21989
서울특별시 중구,2015,8179,9105,17668,20607,20436,21476
서울특별시 중구,2016,8117,8533,17745,20439,20094,21115
서울특별시 중구,2017,7927,8129,18102,20395,19801,21022
서울특별시 중구,2018,7597,7693,18267,20770,18968,21024
서울특별시 중구,2019,7389,7308,18473,20662,18491,20956
서울특별시 중구,2020,6836,6773,18586,20107,18011,20702
서울특별시 중구,2021,6299,6474,18309,19886,17379,20043
서울특별시 중구,2022,5964,6322,17619,19861,16768,19396
서울특별시 중구,2023,5630,6156,17537,20864,16769,19068
서울특별시 중구,2024,5316,5883,16777,21596,16416,18580
서울특별시 중구,2025,4977,5804,15716,21222,16098,17798
서울특별시 중랑구,2011,31906,48822,62958,71330,73711,69754
서울특별시 중랑구,2012,31139,45494,60860,69958,72035,70963
서울특별시 중랑구,2013,30406,42812,59707,68438,71488,72170
서울특별시 중랑구,2014,30647,40155,60013,67991,70549,73444
서울특별시 중랑구,2015,30010,37183,58824,66193,68323,73072
서울특별시 중랑구,2016,29145,34792,58560,64909,66466,72772
서울특별시 중랑구,2017,28018,32554,58319,63448,64652,72314
서울특별시 중랑구,2018,26293,30589,57490,62177,61536,72008
서울특별시 중랑구,2019,24712,28532,56251,59522,59315,70861
서울특별시 중랑구,2020,23064,26759,56112,58124,57883,69528
서울특별시 중랑구,2021,21285,25432,54128,57025,55710,67518
서울특별시 중랑구,2022,20342,24843,52278,57722,54716,65756
서울특별시 중랑구,2023,19114,23960,50042,57817,53139,64730
서울특별시 중랑구,2024,17793,23268,47546,58262,51810,63359
서울특별시 중랑구,2025,16636,23083,44939,58837,50816,61690
세종특별자치시 (3600000000),2011,27182,25514,23134,37310,39315,28775
세종특별자치시 (3600000000),2012,12032,12727,12827,18312,17793,16520
세종특별자치시 (3600000000),2013,13360,13540,13884,19594,20109,17753
세종특별자치시 (3600000000),2014,19524,17155,17532,27648,26757,20781
세종특별자치시 (3600000000),2015,29825,23398,23043,40025,37370,25872
세종특별자치시 (3600000000),2016,34911,27125,26523,45951,44188,29440
세종특별자치시 (3600000000),2017,40172,32063,30266,52407,52120,33671
세종특별자치시 (3600000000),2018,44452,36695,34031,58381,58247,38373
세종특별자치시 (3600000000),2019,47249,40037,36340,61464,64472,42480
세종특별자치시 (3600000000),2020,47283,42677,37453,61492,68831,45205
세종특별자치시 (3600000000),2021,47063,45794,38510,61719,72764,48876
세종특별자치시 (3600000000),2022,45951,49002,38379,61083,76504,51667
세종특별자치시 (3600000000),2023,43541,50736,37810,59340,77183,54433
세종특별자치시 (3600000000),2024,41351,52539,37080,58822,77093,57130
세종특별자치시 (3600000000),2025,38680,54143,36463,57808,76443,59127
세종특별자치시 (3611000000),2011,27182,25514,23134,37310,39315,28775
세종특별자치시 (3611000000),2012,12032,12727,12827,18312,17793,16520
세종특별자치시 (3611000000),2013,13360,13540,13884,19594,20109,17753
세종특별자치시 (3611000000),2014,19524,17155,17532,27648,26757,20781
세종특별자치시 (3611000000),2015,29825,23398,23043,40025,37370,25872
세종특별자치시 (3611000000),2016,34911,27125,26523,45951,44188,29440
세종특별자치시 (3611000000),2017,40172,32063,30266,52407,52120,33671
세종특별자치시 (3611000000),2018,44452,36695,34031,58381,58247,38373
세종특별자치시 (3611000000),2019,47249,40037,36340,61464,64472,42480
세종특별자치시 (3611000000),2020,47283,42677,37453,61492,68831,45205
세종특별자치시 (3611000000),2021,47063,45794,38510,61719,72764,48876
세종특별자치시 (3611000000),2022,45951,49002,38379,61083,76504,51667
세종특별자치시 (3611000000),2023,43541,50736,37810,59340,77183,54433
세종특별자치시 (3611000000),2024,41351,52539,37080,58822,77093,57130
세종특별자치시 (3611000000),2025,38680,54143,36463,57808,76443,59127
울산광역시 (3100000000),2011,112420,169565,151519,185666,218681,172750
울산광역시 (3100000000),2012,113647,162510,151782,186229,217101,182143
울산광역시 (3100000000),2013,113736,155655,153164,184933,217577,189014
울산광역시 (3100000000),2014,114860,148060,156137,182664,216238,196210
울산광역시 (3100000000),2015,116241,139958,158615,180833,211988,201390
울산광역시 (3100000000),2016,115921,132712,158704,177144,206835,205095
울산광역시 (3100000000),2017,112441,126894,156966,171065,201695,207642
울산광역시 (3100000000),2018,108363,121540,153359,166208,194425,210492
울산광역시 (3100000000),2019,104371,116733,149137,159743,190771,211359
울산광역시 (3100000000),2020,98506,112420,144569,151705,187808,209521
울산광역시 (3100000000),2021,92018,109990,137422,144891,183954,207056
울산광역시 (3100000000),2022,85061,110202,129209,139635,181630,204688
울산광역시 (3100000000),2023,79086,109462,122522,136909,178114,204814
울산광역시 (3100000000),2024,73097,109370,117157,136293,173188,202978
울산광역시 (3100000000),2025,67470,109694,110774,136897,169091,198246
울산광역시 남구,2011,30369,53937,47785,53734,69246,53821
울산광역시 남구,2012,30555,51616,48108,53710,68554,56880
울산광역시 남구,2013,30263,49267,48880,52901,68726,58933
울산광역시 남구,2014,29754,46287,49447,51504,67235,60528
울산광역시 남구,2015,29288,42935,49489,49817,64568,61220
울산광역시 남구,2016,28942,40046,49859,48614,62089,61966
울산광역시 남구,2017,27540,37331,49388,46579,59346,62423
울산광역시 남구,2018,26347,34800,48656,45414,56056,62960
울산광역시 남구,2019,24869,32456,46972,43411,53279,62517
울산광역시 남구,2020,23877,30560,45747,42180,51653,61818
울산광역시 남구,2021,22540,29145,43368,40846,49604,60666
울산광역시 남구,2022,21253,28756,40791,40621,48353,59535
울산광역시 남구,2023,19890,28168,38462,40437,46788,59088
울산광역시 남구,2024,18624,27848,36688,40668,45243,58002
울산광역시 남구,2025,17660,27941,34457,41867,44616,56157
울산광역시 동구,2011,17693,22618,26738,29629,28718,29760
울산광역시 동구,2012,18629,21480,26588,31504,28045,30590
울산광역시 동구,2013,19399,20584,26196,33020,28044,31168
울산광역시 동구,2014,19359,19319,25469,32483,27617,31027
